epoch,alpha,lr,objective,val_auc,val_ap,linear_norm,cubic_norm,cubic_to_linear_ratio,linear_cubic_cosine,net_norm,net_to_linear_ratio,z_norm,w_norm,dataset,fold,split_seed,init_seed,embedding_dim,run_seconds
170,0.000327275821516858,600.0,3.9999230574882945,0.7465627665572727,0.7952166597886817,70.05761529793956,5.594304797331416,0.07985291496920176,0.8731047195522413,65.23024547332282,0.9310942885496887,4.579417021741598,6.906828280542566,cora,1,10001,110001,16,1.9533249780070037
180,0.000327275821516858,600.0,3.999914973524797,0.7514204340094551,0.7998994876769201,75.07937476568405,6.31205608166573,0.08407177205943826,0.8767644806372457,69.61140733981799,0.9271708449500132,4.7392225957710865,7.038508498323775,cora,1,10001,110001,16,1.9533249780070037
190,0.000327275821516858,600.0,3.9999057585906774,0.7566973644262602,0.8041826208853643,80.59538082335699,7.17188048813581,0.08898624728698297,0.8809157965252807,74.35507116972852,0.9225723659361381,4.9106046288930365,7.181054852739952,cora,1,10001,110001,16,1.9533249780070037
200,0.000327275821516858,600.0,3.9998952378603323,0.760803250010843,0.8078871754094298,86.65274344282798,8.212759947877025,0.09477784108815511,0.8853958087076577,79.47294527853099,0.9171428638144146,5.094615685303245,7.335579518364843,cora,1,10001,110001,16,1.9533249780070037
210,0.000327275821516858,600.0,3.9998832148178307,0.7637091760759878,0.8105463195945157,93.29974388925584,9.485963739025639,0.10167191616608519,0.8899603474798627,84.96780736414824,0.9106971125773146,5.292365964185463,7.503280737779597,cora,1,10001,110001,16,1.9533249780070037
220,0.000327275821516858,600.0,3.999869472520884,0.7672367679162629,0.8128166916857079,100.58443305745381,11.058388089050483,0.10994134731299757,0.8943036973604441,90.82975878618744,0.9030200402313299,5.505001563666512,7.685427519589751,cora,1,10001,110001,16,1.9533249780070037
230,0.000327275821516858,600.0,3.9998537772680853,0.7703595541355232,0.8145143946252986,108.55267531540234,13.016104055077534,0.11990587995421521,0.8981023744622296,97.0318786112372,0.8938690670617634,5.733670839728621,7.88333267892749,cora,1,10001,110001,16,1.9533249780070037
240,0.000327275821516858,600.0,3.9998358855958656,0.7725426130202837,0.8156143745250763,117.24555292218037,15.467594805344634,0.1319247887858994,0.9010769117516397,103.52559164831105,0.882980966596015,5.979476198289701,8.098310938277205,cora,1,10001,110001,16,1.9533249780070037
250,0.000327275821516858,600.0,3.999815555502247,0.7749569894027671,0.8169719534224593,126.69609274766373,18.545847236965535,0.14638057760709847,0.9030545094002456,110.23637603834518,0.8700850487780961,6.243409368682918,8.331619206057074,cora,1,10001,110001,16,1.9533249780070037
260,0.000327275821516858,600.0,3.99979256247376,0.7777617140626581,0.8179160141131416,136.92536826803237,22.408136781448786,0.16365219290544247,0.9040098674281015,117.06083159273065,0.8549243509324236,6.526269924711892,8.584377551679706,cora,1,10001,110001,16,1.9533249780070037
270,0.000327275821516858,600.0,3.999766720122387,0.7802339198195725,0.8188663744819924,147.93817669094346,27.23209184790035,0.18407751438488193,0.9040677016620711,123.86653017798488,0.8372857699656089,6.828569878805441,8.857472221537497,cora,1,10001,110001,16,1.9533249780070037
280,0.000327275821516858,600.0,3.999737903923148,0.7820266304269253,0.8189980015987118,159.71869272408668,33.20658479899019,0.20790669039818913,0.9034666668038401,130.49629691146373,0.8170383483973006,7.150431671356797,9.15144652105966,cora,1,10001,110001,16,1.9533249780070037
290,0.000327275821516858,600.0,3.9997060747800055,0.7839639144703553,0.819621881962353,172.22673137369208,40.51638428811372,0.2352502655363212,0.9025007747364415,136.7783447100242,0.7941760469996199,7.49149235432448,9.46639122495696,cora,1,10001,110001,16,1.9533249780070037
300,0.000327275821516858,600.0,3.999671297396371,0.7856409663288467,0.819968964181769,185.39544986084815,49.32057173436945,0.26602903022370766,0.9014608652928269,142.54269053803614,0.7688575455601747,7.850831893686503,9.801852161879019,cora,1,10001,110001,16,1.9533249780070037
310,0.000327275821516858,600.0,3.999633747560931,0.7873035608437307,0.8208289278627651,199.13138332380652,59.7266007842429,0.2999356494557253,0.9005932988893709,147.6423678750191,0.7414319401123157,8.226946006186793,10.156776462798685,cora,1,10001,110001,16,1.9533249780070037
320,0.000327275821516858,600.0,3.999593703532272,0.7886336364556377,0.8213999137266419,213.31752790890224,71.76429661105387,0.33642006502954125,0.9000817695296968,151.97542633183505,0.7124375939549445,8.617781097467624,10.529517735245653,cora,1,10001,110001,16,1.9533249780070037
330,0.000327275821516858,600.0,3.999551520308368,0.7901950295652677,0.8226031050526106,227.81969106116574,85.3661906429331,0.37470944783264465,0.9000483638254865,155.5015705654648,0.6825642236680728,9.020838897033888,10.917911876654905,cora,1,10001,110001,16,1.9533249780070037
340,0.000327275821516858,600.0,3.999507591032953,0.79174196533129,0.823980018292996,242.49557455083084,100.36106547607224,0.41386761660277227,0.9005653601819589,158.24703171399042,0.6525769882898188,9.43334220014443,11.319419686815445,cora,1,10001,110001,16,1.9533249780070037
350,0.000327275821516858,600.0,3.9994623049215634,0.7933756451589585,0.8253642431546175,257.20525249859793,116.4853802239913,0.4528888080332896,0.9016693711068684,160.29404819644785,0.6232145208516752,9.852435351560047,11.731314050815572,cora,1,10001,110001,16,1.9533249780070037
360,0.000327275821516858,600.0,3.9994160130638505,0.7946768060836501,0.826612965859034,271.82117309414247,133.41245074237673,0.49080963496603963,0.9033721486845567,161.75680133618795,0.5950853625378372,10.275380939677893,12.15087541344283,cora,1,10001,110001,16,1.9533249780070037
370,0.000327275821516858,600.0,3.9993690106927557,0.7958767656030881,0.8278081381394276,286.2358221689924,150.79355150027405,0.5268157925084799,0.9056657639311574,162.7513891411064,0.5685919669586942,10.699713853004567,12.575556320859507,cora,1,10001,110001,16,1.9533249780070037
380,0.000327275821516858,600.0,3.999321538078996,0.7965851754398646,0.8289106693804352,300.36579527664634,168.30107032061707,0.5603203592659627,0.9085227967419993,163.37007579589073,0.5439037279375362,11.123326669759964,13.003086142729265,cora,1,10001,110001,16,1.9533249780070037
390,0.000327275821516858,600.0,3.999273795387265,0.7975104454307567,0.8297505053865231,314.1520087856145,185.66343635491342,0.5909987240655048,0.9118940926696256,163.66777008296538,0.520982726533054,11.544481231088712,13.43150646872597,cora,1,10001,110001,16,1.9533249780070037
400,0.000327275821516858,600.0,3.9992259629327775,0.7983200566727868,0.8309611761872217,327.55674777978567,202.68483520011935,0.6187777738481611,0.9157073117938599,163.6627938947131,0.4996471451253465,11.961761409644888,13.859147700353724,cora,1,10001,110001,16,1.9533249780070037
410,0.000327275821516858,600.0,3.999178218578869,0.7993031560381095,0.8319770206579883,340.558851945081,219.2479790164598,0.6437888129004382,0.9198688862151049,163.3481006890737,0.47964720269674693,12.373993973183145,14.284570281783282,cora,1,10001,110001,16,1.9533249780070037
