epoch,alpha,lr,objective,val_auc,val_ap,linear_norm,cubic_norm,cubic_to_linear_ratio,linear_cubic_cosine,net_norm,net_to_linear_ratio,z_norm,w_norm,dataset,fold,split_seed,init_seed,embedding_dim,run_seconds
570,0.000327275821516858,600.0,3.9985021430230896,0.8101317064002661,0.8402390511665666,509.9241503861315,450.0629885959954,0.8826077138240909,0.9776482947267396,117.65501020740524,0.23073041376509223,17.910278653968216,20.353339165345,cora,0,10000,110000,16,2.2295600729994476
600,0.000327275821516858,600.0,3.9984824830695356,0.813211120588703,0.8477317223107872,510.97663777368217,453.8254058899856,0.8881529454405124,0.9799218068193517,112.15300082638785,0.21948753139681074,18.288160589790323,20.724137304878585,cora,1,10001,110001,16,1.9533249780070037
460,0.000327275821516858,600.0,3.998930394504147,0.8177796411687317,0.851468045094612,401.9916498423363,295.0655423743377,0.7340091330008082,0.9494584847934486,153.04588632603333,0.3807190681350195,14.477490172577834,16.502422646642795,cora,2,10002,110002,16,3.336543492972851
490,0.000327275821516858,600.0,3.998786663122367,0.8047246598909916,0.8388896010729331,436.17493038849506,335.4932157296946,0.7691712484045687,0.9564800595482874,151.24046449097122,0.3467426804109613,15.583957059428968,17.645127628252933,cora,3,10003,110003,16,2.1205118920188397
510,0.000327275821516858,600.0,3.9987165472052295,0.8065173704983448,0.8374426641211996,454.53698627246007,370.16255441705624,0.8143727916459854,0.9650830220677838,137.36370493021954,0.30220578100080187,16.218802466438877,18.435840687430463,cora,4,10004,110004,16,2.2521592170232907
490,0.000327275821516858,600.0,3.9988142981173644,0.8072113229915135,0.8404077195024537,435.3581199168381,347.21831903156453,0.7975464408425184,0.9568224192961584,144.299838129633,0.33145089416776485,15.424505027141198,17.564052488098707,cora,5,10005,110005,16,2.052081903035287
450,0.000327275821516858,600.0,3.9990714103431255,0.8503375789732395,0.8621549479796696,361.0268738239038,247.90723256976702,0.6866725181535583,0.9290314627452988,159.68590395773637,0.4423102974755988,13.45583029241161,15.49009029908369,cora,6,10006,110006,16,2.5457695180084556
400,0.000327275821516858,600.0,3.999216044731271,0.8168832858650551,0.8550625592360904,337.87670199764926,228.81883314173342,0.6772258394523023,0.9219879055152085,154.77805752461455,0.4580903525147212,12.034985462019169,14.007597511145166,cora,7,10007,110007,16,3.4011033029528335
600,0.000327275821516858,600.0,3.9985055206524476,0.8185892524107621,0.8541283260683166,507.39568830129764,452.56701048219395,0.8919409859341458,0.9799976886455355,110.41950651052004,0.21762011198832185,18.15427939327632,20.663375237037474,cora,8,10008,110008,16,3.5366547770099714
580,0.000327275821516858,600.0,3.9985140709597036,0.7764894678251818,0.8208612443347219,504.09931922542324,444.7999620301529,0.8823657264874171,0.9780069538572892,115.66815933326706,0.22945509926694138,18.011536129384595,20.416903512239816,cora,9,10009,110009,16,3.4138736330205575
