epoch,alpha,lr,objective,val_auc,val_ap,linear_norm,cubic_norm,cubic_to_linear_ratio,linear_cubic_cosine,net_norm,net_to_linear_ratio,z_norm,w_norm,dataset,fold,split_seed,init_seed,embedding_dim,run_seconds,best_val_auc_in_split,useful_auc_threshold
600,0.000327275821516858,600.0,3.9984337048101417,0.8078619034538594,0.8390521231574186,525.7800623883753,474.10699604705167,0.9017211377194547,0.9818221844312818,108.31755309839629,0.2060130477492049,18.509103068899325,21.050304365112225,cora,0,10000,110000,16,2.2295600729994476,0.8101317064002661,0.8020303893362635
470,0.000327275821516858,600.0,3.9989042034783076,0.8055053564458067,0.8399346184965228,409.87178479265935,308.5526280108568,0.7528028018980214,0.9462837100663157,154.44173453143134,0.37680499185753497,14.689446935147686,16.72479228681382,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
480,0.000327275821516858,600.0,3.9988622772588824,0.80635833971866,0.8409141273560254,419.97904957305684,322.00299836733404,0.7667120507431895,0.9501942609145736,151.88882898629336,0.36165810923354585,15.041466267355165,17.103254781289614,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
490,0.000327275821516858,600.0,3.9988217971784614,0.8074281831456288,0.8422597273462296,429.67752724885145,335.0909438726063,0.7798661149865898,0.953865947890674,149.10224717469532,0.3470096472798343,15.381965683310431,17.47134764051794,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
500,0.000327275821516858,600.0,3.9987828530502187,0.8084257398545591,0.8435266711186117,438.96993914842267,347.81650424800074,0.7923469769313713,0.9572949947757462,146.11445383705416,0.33285753944907503,15.71043044039906,17.82841301606611,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
510,0.000327275821516858,600.0,3.9987455111511614,0.8084257398545591,0.8437264976048982,447.86005447301034,360.1753771969272,0.8042141146540512,0.9604843492225331,142.95802455762373,0.31920244533940434,16.02644143535374,18.173900640242465,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
520,0.000327275821516858,600.0,3.998709815202535,0.8087727161011437,0.8441013962786115,456.35282605839205,372.16094616697524,0.8155114308843041,0.9634407711340589,139.6655654615471,0.30604733330538497,16.32967789817566,18.50737012567906,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
530,0.000327275821516858,600.0,3.998675787570986,0.8093510098454512,0.8448290319036131,464.4544454385964,383.7657032824029,0.8262719994422768,0.9661730422556459,136.26966328791272,0.29339726344793565,16.619917430709762,18.828490711221804,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
540,0.000327275821516858,600.0,3.9986434306890857,0.810088334369443,0.8456292760190998,472.1723396071837,394.9821593553064,0.8365211729342417,0.9686910338902829,132.80265956624365,0.2812588718702301,16.89703411070574,19.137039078471286,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
550,0.000327275821516858,600.0,3.998612728746334,0.8109846896731195,0.8462069368864884,479.5151275412964,405.80341644629544,0.8462786534536331,0.9710053021908458,129.29620150444003,0.26963946302883823,17.160995118427444,19.43289562866054,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
560,0.000327275821516858,600.0,3.998583649679045,0.8115485260738192,0.8467418964244559,486.49254772658054,416.2235603864086,0.8555599922988654,0.973126933029711,125.78063041164368,0.2585458523453789,17.41185611908066,19.71603941639939,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
570,0.000327275821516858,600.0,3.9985561474317173,0.8120111610692652,0.8468869875682573,493.11536269038544,426.2379718245071,0.8643777989373473,0.9750674557709166,122.28431501450191,0.24798317851492516,17.64975551519339,19.98654184408469,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
580,0.000327275821516858,600.0,3.998530164408587,0.8124015093466727,0.8469547685283443,499.39524404268326,435.84359594297183,0.8727427846824275,0.9768387374215389,118.83303538828154,0.23795387882813898,17.87490766286906,20.244559220308222,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
590,0.000327275821516858,600.0,3.99850563400109,0.812849686998511,0.8474190905294524,505.3446412026459,445.039171894107,0.8806646704217131,0.9784528334839275,115.44949485183626,0.2284569488598582,18.087595186796886,20.490324339210435,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
600,0.000327275821516858,600.0,3.9984824830695356,0.813211120588703,0.8477317223107872,510.97663777368217,453.8254058899856,0.8881529454405124,0.9799218068193517,112.15300082638785,0.21948753139681074,18.288160589790323,20.724137304878585,cora,1,10001,110001,16,1.9533249780070037,0.813211120588703,0.805079009382816
330,0.000327275821516858,600.0,3.9995565499092365,0.8097269007792509,0.8399549768743548,218.8949095793479,66.20988902682429,0.30247340677798473,0.9246834340125196,159.67417649220152,0.7294558690243125,9.002585505305348,10.900025839368865,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
340,0.000327275821516858,600.0,3.9995098768645283,0.81160635544825,0.8417364505659932,233.96923173522694,78.86537608864487,0.33707584327965595,0.9253782163309419,163.74082876608412,0.6998391521470766,9.42628965218703,11.312833229505628,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
350,0.000327275821516858,600.0,3.9994611207531308,0.8133123219939569,0.8431561244967523,249.37089395000913,93.26161994717415,0.37398759121371283,0.9261291713745441,166.75159305013656,0.6686890775776138,9.86092582119976,11.740247260499054,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
360,0.000327275821516858,600.0,3.9994108832366013,0.8142954213592795,0.8443317634075758,264.9421700307137,109.2947113038163,0.41252289618955784,0.9270508144659867,168.67388104752717,0.6366441439955499,10.303098997978989,12.179022815822153,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
370,0.000327275821516858,600.0,3.999359792638245,0.8151773193193483,0.8454883470007267,280.51956136399355,126.757604743309,0.4518672570531801,0.9282203123649473,169.5506467145788,0.6044164830793212,10.749206739243983,12.625608168025337,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
380,0.000327275821516858,600.0,3.9993084475957437,0.8159869305613787,0.8465569579300871,295.9445385577083,145.3540079334848,0.49115286479645986,0.9296786030249864,169.49188852831423,0.57271504098145,11.195665176110932,13.07636998722956,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
390,0.000327275821516858,600.0,3.9992573703997274,0.8164495655568245,0.8477267822402043,311.07366591958896,164.7270605389837,0.5295435730698106,0.9314354367045325,168.65388811256872,0.5421670381965568,11.639126251471609,13.527818643870171,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
400,0.000327275821516858,600.0,3.999206978875141,0.8167820844598013,0.8482923527237909,325.78652143472306,184.49693544800436,0.5663123650281876,0.9334762814078992,167.21177640121041,0.5132556609918381,12.076651527211514,13.976797616832046,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
410,0.000327275821516858,600.0,3.9991575794907086,0.817172432737209,0.8491504557260456,339.9903681200249,204.29912969195473,0.6008968160528363,0.9357695747885362,165.33290350910593,0.48628702166862375,12.505819447036073,14.420611099449177,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
420,0.000327275821516858,600.0,3.999109378205146,0.8172736341424627,0.849555923206426,353.62131327296527,223.81577893547,0.6329250261075283,0.9382733507705774,163.157332560812,0.46138998537927084,12.924759814659291,14.857080297287741,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
430,0.000327275821516858,600.0,3.999062501872992,0.8174326649221472,0.8501198630381951,366.64242495678354,242.79528127201056,0.6622127302933616,0.9409407074917967,160.7884302626051,0.4385428944333361,13.33212511278017,15.284535126904322,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
440,0.000327275821516858,600.0,3.9990170226097184,0.8175049516401858,0.8504272868355771,379.039740753838,261.05928864967836,0.6887385690230821,0.9437239150438607,158.29286768687697,0.4176154916422815,13.727018304901502,15.701758947467356,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
450,0.000327275821516858,600.0,3.998972979462693,0.8172302621116396,0.8506530203774221,390.8172325726468,278.4991655490295,0.7126071788486473,0.9465772093601568,155.70698161234563,0.3984138073630163,14.108899433541408,16.107907706011932,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
460,0.000327275821516858,600.0,3.998930394504147,0.8177796411687317,0.851468045094612,401.9916498423363,295.0655423743377,0.7340091330008082,0.9494584847934486,153.04588632603333,0.3807190681350195,14.477490172577834,16.502422646642795,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
470,0.000327275821516858,600.0,3.9988892828303313,0.8172302621116396,0.8512916549345352,412.58788216802,310.75468145627883,0.7531842181679219,0.9523301754084518,150.3124809428804,0.3643162764573585,14.832689391275368,16.884950240909866,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
480,0.000327275821516858,600.0,3.9988496573981362,0.8168399138342322,0.8509763913607928,422.635182786813,325.59458012767493,0.7703915655595394,0.9551596107613364,147.50473367583126,0.3490119603938323,15.174506381981216,17.255276866311785,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
490,0.000327275821516858,600.0,3.9988115302015856,0.8161459613410632,0.8505709065292368,432.16435076329776,339.63265382880655,0.7858877143127151,0.9579190727334597,144.62071085850894,0.3346428519684162,15.503013284983407,17.613280663558136,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
500,0.000327275821516858,600.0,3.9987749112795847,0.8152496060373867,0.8499540134340211,441.2058090816342,352.9258707932359,0.7999121125078744,0.960585700348708,141.6615007759912,0.3210780498807536,15.818314941215046,17.95889957502942,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
510,0.000327275821516858,600.0,3.9987398067550077,0.813717127614972,0.8492930383801238,449.7884315993043,365.53351569672117,0.8126787841052303,0.9631413170984464,138.63248337444557,0.3082170941602759,16.12053275248628,18.292112733108205,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
520,0.000327275821516858,600.0,3.998706216741242,0.8127484855932572,0.848817462483,457.9389441250058,377.5123508144783,0.8243726716359527,0.9655722045061956,135.54344961119122,0.2959858543373662,16.409798676264256,18.612931733165706,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
530,0.000327275821516858,600.0,3.9986741336226865,0.8117364715407192,0.8483204469407768,465.681732027162,388.9137548787851,0.8351492621061217,0.9678688192131888,132.40800810741632,0.2843315487833938,16.68625575416962,18.921398447725483,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
540,0.000327275821516858,600.0,3.9986435409584233,0.8112449218580577,0.8481165867041921,473.0389114911474,399.78237330223027,0.8451363378162854,0.9700254445164503,129.2426158477282,0.27321772629723057,16.950062198978998,19.217586552813952,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
550,0.000327275821516858,600.0,3.9986144130759955,0.8103341092107735,0.8477541657800941,480.0305522704066,410.15584433676247,0.8544369569745992,0.9720397739098382,126.06547383408623,0.26261968792993023,17.20139679886761,19.501604596505825,cora,2,10002,110002,16,3.336543492972851,0.8177796411687317,0.8096018447570443
390,0.000327275821516858,600.0,3.999273685762865,0.7978285069901255,0.8313078806310329,303.29803380549146,147.98008950028566,0.4879032272104573,0.9297231299947644,174.44771895184647,0.5751693038132975,11.488920376207567,13.367335482970862,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
400,0.000327275821516858,600.0,3.9992195070124303,0.7998091630643787,0.8326291958305848,319.02585529247204,167.62298251474067,0.5254213090693531,0.9318545462510192,173.81349591776095,0.5448257344484341,11.94448347330034,13.829596703634019,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
410,0.000327275821516858,600.0,3.999165935683061,0.801399470861224,0.8338684029481558,334.38031277053244,187.82563200035497,0.5617125914026218,0.9341479610294351,172.4818093750924,0.5158252528265849,12.394630800672356,14.289694111561396,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
420,0.000327275821516858,600.0,3.99911334709384,0.8026428024114849,0.834764191827845,349.25269326974325,208.21770020934736,0.5961806572198189,0.9366031175679636,170.62059367053834,0.4885305022938235,12.836704331250443,14.744741673761263,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
430,0.000327275821516858,600.0,3.9990620087110624,0.8029753213144617,0.8353518971360423,363.562394731418,228.45758480940825,0.6283861810795406,0.9392094252508351,168.37953587649767,0.4631379326260852,13.268573167499563,15.19234707969444,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
440,0.000327275821516858,600.0,3.9990120975210317,0.8032066388121847,0.8359428643147258,377.25688553846527,248.25891086872247,0.658063299532302,0.9419469506401297,165.87546800499513,0.43968837777006564,13.688632863063237,15.630628536710677,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
450,0.000327275821516858,600.0,3.9989637240920413,0.8031488094377539,0.8363856263692294,390.308983257258,267.4053650920979,0.6851119921978516,0.9447879383823811,163.18806384727307,0.4180996872923972,14.095752708508773,16.058177193822857,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
460,0.000327275821516858,600.0,3.998916956161749,0.8031343520941461,0.8366712961131807,402.71241082000785,285.7536057476022,0.7095723848335026,0.9476988481725158,160.36405936384227,0.39820987646570677,14.489191961932452,16.473985048425746,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
470,0.000327275821516858,600.0,3.99887183716593,0.8036403591204151,0.8374539638015677,414.4766494029854,303.22662248221224,0.7315891568776712,0.9506427611457036,157.426297174891,0.3798194600386988,14.868506179346484,16.877359175587667,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
480,0.000327275821516858,600.0,3.998828398074416,0.8040885367722536,0.8380061132607147,425.6219319252569,319.8012105406637,0.7513738991176416,0.9535819108755916,154.38382886915522,0.36272526693071455,15.233460126652382,17.26783907815092,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
490,0.000327275821516858,600.0,3.998786663122367,0.8047246598909916,0.8388896010729331,436.17493038849506,335.4932157296946,0.7691712484045687,0.9564800595482874,151.24046449097122,0.3467426804109613,15.583957059428968,17.645127628252933,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
500,0.000327275821516858,600.0,3.9987466511496557,0.8044499703624457,0.8391367087775101,446.16539538647424,350.34337096152376,0.7852320565068741,0.9593044737071817,148.00062296821244,0.3317169473441847,15.91998785088352,18.00903988439077,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
510,0.000327275821516858,600.0,3.998708374460606,0.8042186528647226,0.8394065953926515,455.62377535145947,364.4054246177228,0.7997945768669061,0.9620273387385188,144.67247228322012,0.3175261698571865,16.24159887469264,18.359469436734468,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
520,0.000327275821516858,600.0,3.998671836775545,0.8045077997368764,0.8396764036370085,464.57969917251387,377.73724747446863,0.8130730812114161,0.964626556836814,141.2689483564366,0.3040790387700061,16.548875014904414,18.696369247567944,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
530,0.000327275821516858,600.0,3.998637031317213,0.8042186528647226,0.8396958475673397,473.06114012228215,390.39488320424886,0.8252524887234136,0.9670859695132876,137.80739829910945,0.2913099103077616,16.841933334513165,19.01974293666378,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
540,0.000327275821516858,600.0,3.9986039395804887,0.8039584206797843,0.8395746376361577,481.0940690704181,402.4291003018685,0.8364873445217316,0.9693951126874649,134.30849729835117,0.279173047295855,17.12092320111776,19.329642569191257,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
550,0.000327275821516858,600.0,3.99857253096731,0.8037993899000999,0.8396551868585638,488.7024270415037,413.8838469986716,0.8469036045190788,0.9715486433942057,130.79490210632642,0.2676371036217884,17.386029489002556,19.62616970241598,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
560,0.000327275821516858,600.0,3.9985427632414634,0.8034813283407305,0.8395906573528529,495.90828271655596,424.79601676666584,0.8566019797847672,0.9735455767208749,127.28992397467624,0.2566803750027921,17.63747645245826,19.90947734025183,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
570,0.000327275821516858,600.0,3.998514583642733,0.803090980063323,0.8394127271790068,502.7320775790915,435.19602195781624,0.8656619328002793,0.9753884503608609,123.81636823988568,0.24628698617387604,17.87553076276561,20.17977129325626,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
580,0.000327275821516858,600.0,3.998487930460433,0.8034234989662999,0.8394850319190437,509.1928938689559,445.108791612423,0.8741457254644536,0.9770825035943839,120.39560064135155,0.23644399222966403,18.100502918856,20.437310134646513,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
590,0.000327275821516858,600.0,3.9984627348709747,0.8031632667813617,0.8393897216833917,515.308706045125,454.5549240856236,0.8821021627486705,0.9786349265567685,117.04685129644882,0.2271392854872496,18.312746759272155,20.68240345155665,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
600,0.000327275821516858,600.0,3.998438922870843,0.8029464066272463,0.839465005685519,521.0965950381348,463.55182086375544,0.8895698518809779,0.9800542096020848,113.78674273870159,0.21836017318511644,18.512657142769008,20.91540843017078,cora,3,10003,110003,16,2.1205118920188397,0.8047246598909916,0.7966774132920817
390,0.000327275821516858,600.0,3.999243209352239,0.7994766441614017,0.8332746841276194,315.00351650989927,170.1857199585192,0.5402660955791931,0.9242032647137466,170.5842424102061,0.5415312320960878,11.70110741591193,13.614629230491994,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
400,0.000327275821516858,600.0,3.9991915448447983,0.8002428833726092,0.8336453364864223,329.66051143080875,189.2007333648265,0.5739259838663969,0.9278289174625252,169.50475006168963,0.5141797218174442,12.14128155954882,14.067653397346266,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
410,0.000327275821516858,600.0,3.9991406957674682,0.8009079211785626,0.8343882651379695,343.86130935071344,208.23355520890215,0.6055742520206573,0.9316567048472305,167.87531354418152,0.4882064628357503,12.574021015192194,14.516412369758578,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
420,0.000327275821516858,600.0,3.999090958662214,0.8015729589845162,0.834664700039152,357.5443971060302,227.0693625350359,0.6350801868885061,0.9355779835750007,165.78372624207873,0.46367312027243257,12.997366221791317,14.958663230133718,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
430,0.000327275821516858,600.0,3.9990425699882484,0.8022379967904697,0.8349349250840379,370.66648042396594,245.53655298589044,0.6624190908901374,0.9394951557861699,163.31213385624056,0.44059051055667403,13.40972430575314,15.392521342331598,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
440,0.000327275821516858,600.0,3.9989957099971956,0.8030476080325002,0.8356536857035689,383.20040621609655,263.5034377550709,0.6876387224038445,0.9433288111858765,160.53681280912082,0.4189369588470373,13.809844330154862,15.816447496230644,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
450,0.000327275821516858,600.0,3.9989505077429146,0.8036259017768075,0.836088272626744,395.13285052411993,280.87266534781963,0.7108309647635193,0.9470208107389714,157.52734515515868,0.3986693208276866,14.196784844082508,16.22922387100752,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
460,0.000327275821516858,600.0,3.998907047219868,0.8042620248955457,0.8366166972850209,406.46200372476693,297.57556062587446,0.7321116313429774,0.9505336617926466,154.34531802084757,0.37972877318530734,14.569878020082959,16.629923567337393,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
470,0.000327275821516858,600.0,3.9988653743914124,0.8051150081683991,0.8368404695188498,417.19536232780194,313.5673399069121,0.7516079233415196,0.9538473349937495,151.04318332080678,0.3620442530282203,14.92869259667551,17.01787658076982,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
480,0.000327275821516858,600.0,3.998825504557093,0.806040278159291,0.8372316462442029,427.3476764539135,328.82326135099566,0.7694513845951775,0.9569549200902007,147.66383942260117,0.34553560849540665,15.272996990772937,17.39263423472338,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
490,0.000327275821516858,600.0,3.9987874293862773,0.8065173704983446,0.8375047724038375,436.9390835266925,343.335376879731,0.7857740124974576,0.9598582876297064,144.2411311658684,0.3301172557090713,15.602723801946391,17.753933845317672,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
500,0.000327275821516858,600.0,3.9987511230589345,0.8063294250314448,0.837213606711319,445.9934559058388,357.10954783779977,0.8007058020896055,0.9625644688011593,140.80110978065065,0.3157021878150103,15.917936940877587,18.101665266063836,cora,4,10004,110004,16,2.2521592170232907,0.8065173704983448,0.7984521967933613
