dataset,metric,n,mean,sd,min,max
cora,epoch,10,515.0,69.48221195225277,400.0,600.0
cora,val_auc,10,0.8121875406612789,0.018079957238102948,0.7764894678251818,0.8503375789732395
cora,val_ap,10,0.844838588088735,0.011779438541214894,0.8208612443347219,0.8621549479796696
cora,objective,10,3.998753957572828,0.0002598966520993819,3.9984824830695356,3.999216044731271
cora,cubic_to_linear_ratio,10,0.8024065343185909,0.08380449210810806,0.6772258394523023,0.8919409859341458
cora,linear_cubic_cosine,10,0.9594438098015102,0.02106292804284841,0.9219879055152085,0.9799976886455355
cora,net_to_linear_ratio,10,0.3158812230122034,0.0915670248594742,0.21762011198832185,0.4580903525147212
